EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
803548,NORTHERN QUEENS (ZONE), ,01/10/2019,1000,Strong Wind,44.00, ,0,0,10000,0,NY,EST-5,MG,134175,Z,176,OKX,0,0,ASOS, , , , , , , , ,01/10/2019,1300, , , , ,"The ASOS at LaGuardia Airport measured a 51 mph wind gust at 1131 am.","Persistently gusty winds occurred as low pressure moved northeast of the area.",1
803008,SOUTHERN QUEENS (ZONE), ,01/20/2019,700,Coastal Flood, , ,0,0,0,0,NY,EST-5, ,134111,Z,178,OKX,0,0,Official NWS Observations, , , , , , , , ,01/20/2019,800, , , , ,"The moderate coastal flood threshold of 8.2 ft MLLW was touched at the USGS tidal gauge at Jamaica Bay from 2019-01-20 07:12 EST to 2019-01-20 07:36 EST.","Deepening low pressure tracked from the southeast United States on Saturday January 19, 2019 to the northeast on Sunday January 20, 2019. The low produced moderate coastal flooding along parts of the south shore of Long Island and New York City, and along western Long Island Sound, during the morning high tide cycle of the 20th.",2
803551,SOUTHERN QUEENS (ZONE), ,01/21/2019,2000,Strong Wind,45.00, ,0,0,10000,0,NY,EST-5,MG,134176,Z,178,OKX,0,0,ASOS, , , , , , , , ,01/21/2019,2300, , , , ,"The ASOS at JFK International Airport measured a 52 mph wind gust around 923 pm.","Deep low pressure tracked to the northeast of the area.",3
803593,SOUTHERN QUEENS (ZONE), ,01/24/2019,1000,Strong Wind,32.00, ,0,0,10000,0,NY,EST-5,MS,134181,Z,178,OKX,0,0,ASOS, , , , , , , , ,01/24/2019,1300, , , , ,"The ASOS at JFK International Airport measured a 37 mph sustained wind at 1155 am.","Strong winds occurred ahead of and behind low pressure and a cold front.",4
803621,SOUTHERN QUEENS (ZONE), ,01/30/2019,1400,High Wind,36.00, ,0,0,50000,0,NY,EST-5,MS,134191,Z,178,OKX,0,0,ASOS, , , , , , , , ,01/30/2019,1700, , , , ,"The ASOS at JFK International Airport measured a sustained wind of 41 mph at 354 pm. A gust up to 52 mph was measured at the same time.","High winds occurred behind low pressure and cold front.",5
803634,NORTHERN QUEENS (ZONE), ,01/30/2019,1500,Strong Wind,47.00, ,0,0,50000,0,NY,EST-5,MG,134193,Z,176,OKX,0,0,ASOS, , , , , , , , ,01/30/2019,1900, , , , ,"The ASOS at LaGuardia Airport measured a 54 mph gust at 355 pm, and a sustained wind of 39 mph at 6 pm.","Strong winds occurred behind low pressure and cold front.",6
803828,SOUTHERN QUEENS (ZONE), ,01/30/2019,1500,Winter Weather, , ,0,0,0,0,NY,EST-5, ,134230,Z,178,OKX,0,0,Official NWS Observations, , , , , , , , ,01/30/2019,1630, , , , ,"Snow squalls quickly moved through bringing whiteout conditions, strong winds, and dangerous driving conditions. The FAA Contract Observer at Kennedy International airport measured 0.2 inches of snow.","A strong cold front initiated a broken line of snow squalls to the region. The snow squalls developed in the afternoon across  the Lower Hudson Valley and then quickly moved east through the NYC metro and western Long Island during the evening commute. The snow squalls weakened as they moved across eastern Long Island. While snowfall accumulations were generally under an inch, the squalls brought strong winds and whiteout conditions. Traffic was brought to a standstill during the squalls and created life-threatening travel.",7
803827,NORTHERN QUEENS (ZONE), ,01/30/2019,1500,Winter Weather, , ,0,0,0,0,NY,EST-5, ,134230,Z,176,OKX,0,0,Official NWS Observations, , , , , , , , ,01/30/2019,1630, , , , ,"Snow squalls quickly moved through bringing whiteout conditions, strong winds, and dangerous driving conditions. The FAA Contract Observer at LaGuardia airport measured 0.2 inches of snow.","A strong cold front initiated a broken line of snow squalls to the region. The snow squalls developed in the afternoon across  the Lower Hudson Valley and then quickly moved east through the NYC metro and western Long Island during the evening commute. The snow squalls weakened as they moved across eastern Long Island. While snowfall accumulations were generally under an inch, the squalls brought strong winds and whiteout conditions. Traffic was brought to a standstill during the squalls and created life-threatening travel.",8
809696,SOUTHERN QUEENS (ZONE), ,02/25/2019,200,High Wind,38.00, ,0,0,50000,0,NY,EST-5,MS,135091,Z,178,OKX,0,0,ASOS, , , , , , , , ,02/25/2019,400, , , , ,"The ASOS at JFK International Airport measured a 44 mph sustained wind around 305 am.","High winds occurred behind a strong cold front and deepening low pressure.",9
809685,NORTHERN QUEENS (ZONE), ,02/25/2019,800,High Wind,50.00, ,0,0,50000,0,NY,EST-5,MG,135091,Z,176,OKX,0,0,ASOS, , , , , , , , ,02/25/2019,1000, , , , ,"At 831 am, a 58 mph wind gust was reported at LaGuardia Airport. Around 831 am, a sustained wind of 43 mph was measured at LaGuardia Airport.","High winds occurred behind a strong cold front and deepening low pressure.",10
